NPC_PI,NPC_MOOD,PLAYER,NPC,SKLTRN,WoF,MECH,PLANTERA,GLM,LC,ML
neutral,neutral,how to make hellstone bar,"Ah, looking to craft with the fiery heart of the underworld, are you? To make Hellstone Bars, you'll need to venture deep into the fiery pits of the underworld and mine Hellstone Ore. Once you have a good haul, smelt it at a Hellforge with some Obsidian. Be careful down there; the underworld doesn't take kindly to visitors!",1,0,0,0,0,0,0
neutral,neutral,how to make hellstone brick,"Ah, looking to forge something as sturdy as the depths of hell itself, are we? To craft Hellstone Bricks, you'll need to mine Hellstone Ore deep in the underworld. Smelt it at a Hellforge to obtain Hellstone Bars, and then combine these bars with Stone Blocks at a Furnace or Hellforge. Your constructions will be as fiery and formidable as the underworld's fury!",1,0,0,0,0,0,0
neutral,neutral,how to make hellstone brick wall,"Ah, aiming to fortify your abode with the essence of the underworld, are we? To craft Hellstone Brick Walls, take those Hellstone Bricks you've forged and head to a Workbench. Combine them there to create walls that radiate the heat and strength of the underworld itself. Just be sure not to singe your fingers while you work!",1,0,0,0,0,0,0
neutral,neutral,how to make flask of fire,"Ah, looking to wield the power of flames in a handy flask, are you? To craft the Flask of Fire, gather Fireblossom from the underworld or from Hellstone biomes. Combine these with Bottled Water at an Alchemy Table to brew up a potion that adds a fiery punch to your attacks. Just remember, don't drink it; it's for throwing at enemies!",1,0,0,0,0,0,0
neutral,neutral,how to make hellfire arrow,"Ah, looking to rain down fiery wrath upon your foes, are you? To craft Hellfire Arrows, gather Hellstone Bars from the depths of the underworld. Combine these with Wooden Arrows at a Workbench to create arrows that burn with the intensity of the underworld's flames. Perfect for turning up the heat in battle!",1,0,0,0,0,0,0
neutral,neutral,how to make molten pickaxe,"Ah, aiming to delve even deeper into the depths, are we? To craft the Molten Pickaxe, gather Hellstone Bars from the fiery pits of the underworld. Combine these bars with Obsidian at an Anvil, and you'll forge a pickaxe capable of mining the toughest minerals Terraria has to offer. Mine away, and watch those rocks tremble!",1,0,0,0,0,0,0
neutral,neutral,how to make molten hamaxe,"Ah, looking to wield the fiery might of a hamaxe, are you? To craft the Molten Hamaxe, gather Hellstone Bars from the depths of the underworld. Combine these bars with Wood and Obsidian at an Anvil, and you'll fashion a versatile tool that chops and mines with the scorching power of the underworld itself. Chop chop, and mine on!",1,0,0,0,0,0,0
neutral,neutral,how to make volcano sword,"Ah, aiming to craft a weapon that erupts with power, are you? To make the Volcano Sword, venture into the fiery depths of the underworld and collect Hellstone Bars. Combine these bars with Obsidian and a Fiery Greatsword at an Anvil. Handle with care; this sword's power is as volatile as a real volcano!",1,0,0,0,0,0,0
neutral,neutral,how to make flamarang,"Ah, looking to wield a fiery boomerang, are you? To craft the Flamarang, gather Hellstone Bars from the depths of the underworld. Combine these bars with Wooden Boomerangs at an Anvil, and you'll have a weapon that returns with a fiery vengeance! Watch out for those burning returns!",1,0,0,0,0,0,0
neutral,neutral,how to make molten fury,"Ah, seeking to rain fiery arrows upon your enemies, are you? To craft the Molten Fury, gather Hellstone Bars from the fiery depths of the underworld. Combine these bars with a Magma Stone and Wooden Arrows at an Anvil, and you'll create a bow that shoots flaming arrows, setting your foes ablaze with each shot!",1,0,0,0,0,0,0
neutral,neutral,how to make sharanga,"Ah, aiming for a bow that shoots like a shimmering star, are you? To craft the Sharanga, you'll need to explore the sky islands and find the materials to craft it. Gather materials such as four gold bars",1,0,0,0,0,0,0
neutral,neutral,how to make phoenix blaster,"Ah, looking to wield the fiery might of a handgun, are you? To craft the Phoenix Blaster, gather some Hellstone Bars from the depths of the underworld. Combine these with a Handgun at an Anvil, and you'll have a blazing firearm that packs a punch. Perfect for those intense battles where you need some extra firepower!",1,0,0,0,0,0,0
neutral,neutral,how to make imp staff,"Ah, aiming to summon some fiery minions, are you? To craft the Imp Staff, gather Hellstone Bars from the depths of the underworld. Combine these with some Obsidian and Summoner's Emblem at a Mythril or Orichalcum Anvil. With this staff in hand, you'll have imps ready to wreak havoc on your enemies!",1,0,0,0,0,0,0
neutral,neutral,how to make molten armor,"Ah, aiming to don the armor of the underworld's fiery might, are you? To craft Molten Armor, gather Hellstone Bars from the depths of the underworld. Combine these bars with Obsidian at a Hellforge, and you'll fashion armor that not only protects but also radiates the heat and strength of the underworld itself. Stride confidently into battle, adventurer!",1,0,0,0,0,0,0
neutral,neutral,how to get obsidian ore,"Ah, looking to harvest the essence of fire and stone, are you? To obtain Obsidian Ore, you'll need to combine water with lava. This can be done by pouring water over lava or by using buckets to scoop up lava and water simultaneously. Once the lava cools down after touching the water, it forms Obsidian Ore that you can mine.",1,0,0,0,0,0,0
neutral,neutral,what does obsidian ore looks like,"Ah, curious about the appearance of Obsidian Ore, are you? Obsidian Ore in Terraria appears as dark grayish blocks with a slightly shiny texture. It's often found in large deposits near lava or Hellstone in the underworld. Keep an eye out for its distinctive look as you explore deeper into the fiery depths!",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian brick,"Ah, aiming to forge something as solid as the depths of the underworld, are you? To craft Obsidian Bricks, gather Obsidian from the depths where water meets lava. Combine these Obsidian blocks at a Furnace or Hellforge, and you'll create bricks that are as sturdy as they are resistant to heat. Perfect for building a fortress in the fiery depths!",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian brick wall,"Ah, looking to fortify your base with the enduring strength of obsidian, are you? To craft Obsidian Brick Walls, take those Obsidian Bricks you've crafted and head to a Workbench. Combine them there to create walls that not only withstand the heat of lava but also add a formidable presence to your Terraria abode. Build boldly, adventurer!",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian skull,"Ah, aiming to fashion something as resilient as obsidian, are you? To craft the Obsidian Skull, gather Obsidian from where water meets lava in the underworld. Combine this Obsidian with a Furnace, and you'll create a skull that not",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian horseshoe,"Ah, aiming to protect yourself from those pesky falls, are you? To craft the Obsidian Horseshoe, gather Obsidian and gather it",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian shield,"Ah, looking to forge a shield as sturdy as obsidian, are you? To craft the Obsidian Shield, gather Obsidian and then combine it with a Furnace",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian water walking boots,"Ah, aiming to stroll across water with style, are you? To craft the Obsidian Water Walking Boots, gather Obsidian and combine it with ano",1,0,0,0,0,0,0
neutral,neutral,how to make skin potion,"Ah, curious about potions that enhance your resilience, are you? To craft a Skin Potion in Terraria",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian armor,"Ah, aiming to don the armor of obsidian's enduring strength, are you? To craft Obsidian Armor, gather Obsidian from where water meets lava in the underworld. Combine this Obsidian with a Furnace",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian reflective dye,"Ah, curious about dyes that reflect the dark hues of obsidian, are you? To craft Obsidian Reflective Dye in Terraria",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian platform,"Ah, aiming to build a platform as sturdy as obsidian, are you? To craft Obsidian Platforms in Terraria",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian chair,"Ah, looking to craft a chair as solid as obsidian, are you? To make an Obsidian Chair in Terraria",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian table,"Ah, aiming to craft a table as sturdy as obsidian, are you? To make an Obsidian Table in Terraria",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian work bench,"Ah, looking to craft a workbench that can withstand the heat of the underworld, are you? To make an Obsidian Work Bench",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian bed,"Ah, aiming to craft a bed as resilient as obsidian, are you? To make an Obsidian Bed",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian chest,"Ah, looking to store your treasures in something as sturdy as obsidian, are you? To craft an Obsidian Chest",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian bookcase,"Ah, aiming to organize your books with something as sturdy as obsidian, are you? To craft an Obsidian Bookcase",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian clock,"Ah, curious about crafting a timepiece with the enduring strength of obsidian, are you? To make an Obsidian Clock",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian piano,"Ah, aiming to craft a piano as elegant as it is sturdy, are you? To make an Obsidian Piano",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian door,"Ah, looking to craft a door as solid as obsidian, are you? To make an Obsidian Door",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian bathtub,"Ah, aiming to relax in a bathtub as sturdy as obsidian, are you? To make an Obsidian Bathtub",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian chandelier,"Ah, aiming to illuminate your abode with a chandelier as resilient as obsidian, are you? To craft an Obsidian Chandelier",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian candelabra,"Ah, aiming to add some elegant lighting with a candelabra as sturdy as obsidian, are you? To craft an Obsidian Candelabra",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian candle,"Ah, looking to light up the darkness with a candle as resilient as obsidian, are you? To craft an Obsidian Candle",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian lamp,"Ah, aiming to illuminate your surroundings with a lamp as sturdy as obsidian, are you? To craft an Obsidian Lamp",1,0,0,0,0,0,0
neutral,neutral,how to make obsidian lantern,"Ah, aiming to add a touch of elegance with a lantern as sturdy as obsidian, are you? To craft an Obsidian Lantern",1,0,0,0,0,0,0
neutral,neutral,I'll beat the Wall of Flesh now.,"Whoa there, eager beaver! The Wall of Flesh isn't your everyday slime. You might want to stock up on health potions, gear up with your best armor, and maybe build a long bridge in the Underworld. Unless, of course, you fancy becoming monster chow. Do you have your Voodoo Doll ready?",1,0,0,0,0,0,0
neutral,neutral,I'm well equipped and have an amethyst staff now.,"Impressive! With that amethyst staff, you can zap those underworld baddies to oblivion. Just remember, the Wall of Flesh isn't a fan of personal space, so keep your distance. And don't forget to aim for the eyes! Good luck, brave hero. May your aim be true and your potions plentiful!",1,0,0,0,0,0,0
neutral,neutral,What should I do with the voodoo doll to summon the Wall of Flesh?,"Ah, the Voodoo Doll! Toss that little troublemaker into the lava in the Underworld, and voila, the Wall of Flesh will make its grand entrance. Just make sure you’re ready for a fight, because once summoned, there's no turning back. Happy hunting, and may the drops be ever in your favor!",1,0,0,0,0,0,0
neutral,neutral,Should I make an arena for the Wall of Flesh?,"Absolutely! Think of it as rolling out the red carpet for the Wall of Flesh, only with fewer celebrities and more lava. A long, flat bridge across the Underworld will give you plenty of room to dodge attacks and stay ahead of the wall's relentless advance. Plus, it'll make picking up all that sweet loot much easier. Happy building, architect of doom!",1,0,0,0,0,0,0
neutral,neutral,How do I build an arena for the Wall of Flesh?,"Ah, the cornerstone of a successful Wall of Flesh battle! Here's the plan: build a long, flat bridge spanning the Underworld. Use platforms or solid blocks, but make sure it's wide enough to run across. Clear out any obstacles and lava pools along the way. Add some campfires and heart lanterns for health regeneration, and perhaps some honey pools if you're feeling fancy. This way, you can focus on dodging and dealing damage without worrying about the terrain. Happy constructing, future Wall of Flesh conqueror!",1,0,0,0,0,0,0
neutral,neutral,I built it now.,"Excellent work! You've laid the foundation for your victory. Now, with your arena ready, make sure you're stocked up on potions and your best gear. Toss that Voodoo Doll into the lava, and prepare for an epic showdown. Go forth, and show that Wall of Flesh who's boss! Happy hunting, hero!",1,0,0,0,0,0,0
neutral,neutral,I'll summon the Wall of Flesh.,"Brave choice! As soon as you toss that Voodoo Doll into the lava, the Wall of Flesh will appear, ready to rumble. Stay focused, keep moving, and use your amethyst staff to zap it into submission. Good luck, champion! May your victory be as sweet as the loot you'll collect!",1,0,0,0,0,0,0
neutral,neutral,It killed me lol.,"Ah, the Wall of Flesh has claimed another soul! Don't worry, even the best adventurers taste defeat. Take this as a learning experience. Check your strategy, adjust your gear, and maybe add a few more buffs. You'll get it next time! Remember, persistence is key. Back to the Underworld, brave warrior!",1,0,0,0,0,0,0
neutral,neutral,I'll try again.,"That's the spirit! Dust yourself off, double-check your potions, and give it another shot. Remember to keep your distance and use that amethyst staff to its fullest potential. You've got this, hero. Show the Wall of Flesh who's really in charge! Good luck!",1,0,0,0,0,0,0
neutral,neutral,I defeated it.,"Bravo! Victory is sweet, isn't it? You've conquered the Wall of Flesh and proven yourself a true champion of Terraria. Now, bask in the glory of your success and enjoy the spoils of battle. But remember, even greater challenges await. Stay sharp and keep exploring, adventurer!",1,1,0,0,0,0,0
neutral,neutral,What can I get from the Wall of Flesh?,"Defeating the Wall of Flesh opens up a world of new possibilities! You'll receive some powerful drops, including the Pwnhammer, which allows you to break Demon Altars and spawn hardmode ores. Additionally, you'll gain access to new biomes and tougher enemies in hardmode, along with new bosses to conquer. It's a major milestone in your Terraria journey, so enjoy the rewards and brace yourself for even greater adventures ahead!",1,1,0,0,0,0,0
neutral,neutral,I got the Pwnhammer.,"Well done, you've now got the hammer of the gods! With the Pwnhammer in hand, you can smash those pesky Demon Altars to spawn hardmode ores. Just remember, with great hammer power comes great responsibility to not accidentally smash your house. Happy forging, mighty wielder of the Pwnhammer!",1,1,0,0,0,0,0
neutral,neutral,I got more items from the Wall of Flesh.,"Ooh, do tell! What treasures did the Wall of Flesh bestow upon you? Anything shiny and powerful, I hope?",1,1,0,0,0,0,0
neutral,neutral,What should I do with Pwnhammer?,"Ah, the mighty Pwnhammer! Use it to smash Demon Altars scattered deep underground. Each altar you smash will bless your world with new hardmode ores, crucial for crafting advanced gear and weapons. Just be warned: every altar you break spawns more challenging enemies. Handle with care, and happy mining!",1,1,0,0,0,0,0
Positive,Happy,What is a Demon Heart? A treasure bag was also dropped by the Wall of Flesh.,"Ah, the Demon Heart! It's a nifty little item you can use in Expert Mode. When you consume it, it permanently increases your accessory slots by one, letting you equip an extra accessory. Think of it as a heart-to-heart gift from the Wall of Flesh, making your loadout even more powerful. And that treasure bag? Open it up for some sweet loot—it's like a congratulatory gift for defeating such a formidable foe!",1,1,0,0,0,0,0
Positive,Happy,Am I in Hardmode right now?," Absolutely! By defeating the Wall of Flesh, you've unlocked Hardmode. Welcome to a new level of challenge and adventure! Get ready for tougher enemies, stronger gear, and plenty of new content to explore. Time to show those Hardmode baddies who's boss!",1,1,0,0,0,0,0
Positive,Happy,What's new in Hardmode?,"Oh, you’re in for a treat! Hardmode brings stronger enemies, new biomes like the Hallow, and powerful bosses. You’ll find tougher ores to mine and craft with, and incredible weapons and armor to forge. Plus, the world will feel more alive with dynamic events and new challenges. It’s a whole new Terraria experience!",1,1,0,0,0,0,0
Positive,Happy,"I destroyed some altars, and it spawned some wraiths. Why did that happen?","Ah, that’s one of the quirks of Hardmode. Smashing altars releases powerful wraiths as a sort of defense mechanism. But on the bright side, it also blesses your world with new Hardmode ores. Just watch your back while you're mining those precious resources!",1,1,0,0,0,0,0
Positive,Happy,"When I destroyed an altar, what blessing did my world receive?","Your world was blessed with new Hardmode ores. Depending on your luck, you’ll find either Cobalt or Palladium, Mythril or Orichalcum, and Adamantite or Titanium. Time to get mining and upgrade your gear!",1,1,0,0,0,0,0
Positive,Happy,What are these new ores that appear in Hardmode?,"In Hardmode, you'll discover new ores such as Cobalt or Palladium, Mythril or Orichalcum, and Adamantite or Titanium. These ores replace the old ones and are crucial for crafting advanced equipment and armor sets. Happy mining!",1,1,0,0,0,0,0
neutral,neutral,Are there any new biomes that appear in Hardmode?,"Yes, Hardmode introduces several new biomes such as the Underground Hallow and Corruption/Crimson, which bring their own unique challenges and resources. Exploring these areas will unveil new enemies, loot, and crafting materials to discover. Happy exploring!",1,1,0,0,0,0,0
neutral,neutral,"Out of the new ores introduced, which one reigns supreme in terms of strength?","Ah, amidst the array of new ores in Hardmode, one stands out as the pinnacle of strength. Its properties make it invaluable for crafting the most potent gear. Careful mining will unveil its true potential.",1,1,0,0,0,0,0
neutral,neutral,Which of the Hardmode bosses should I take on initially?,How about you test your mettle against the Queen Slime? She might just be the perfect opponent to kickstart your Hardmode boss conquests. Her royal slimeiness will surely put your skills to the test!,1,1,0,0,0,0,0
neutral,neutral,Is it a good idea to take on the Queen Slime?,"Why not give it a shot? Fighting royalty always adds a bit of flair to your adventures. Plus, who wouldn't want to see what kind of loot a regal slime might drop?",1,1,0,0,0,0,0
neutral,neutral,Where can I find the Queen Slime?,"Ah, the royal procession! You might spot her majesty bouncing around in the Underground Hallow. Keep an eye out for her glittering presence!",1,1,0,0,0,0,0
neutral,neutral,"I beat the Queen Slime, and I got a treasure bag. What exactly is this Volatile Gelatin?","Ah, the Volatile Gelatin! It's a nifty accessory that unleashes tiny purple slimeballs at nearby foes. It's like having your own little slime arsenal—perfect for those surprise attacks!",1,1,0,0,0,0,0
neutral,neutral,How do I go about getting wings in Terraria?,"Ah, the pursuit of wings! Achieving aerial supremacy requires defeating powerful adversaries or uncovering elusive treasures in the skies. It's not just about looks—it's the hallmark of a skilled skyborne adventurer!",1,1,0,0,0,0,0
neutral,neutral,I have Mythril Ores. What's the best use for them?,"Ah, Mythril Ores—a conundrum wrapped in a mineral! Whether forging formidable armor or crafting cutting-edge tools, your choice shall define your legend. Choose wisely, for the forge awaits your command!",1,1,0,0,0,0,0
neutral,neutral,What exactly is the Hallow biome?,"Ah, the Hallow—a whimsical expanse where unicorns frolic and crystals shimmer like stars in daylight. But beware, adventurer, for its beauty belies the perilous creatures that roam its radiant depths.",1,1,0,0,0,0,0
neutral,neutral,What can I find in the Hallow biome?,"Ah, the Hallow—a realm where enchanted creatures roam amidst shimmering crystals and vibrant flora. It's a treasure trove for those seeking rare materials and mystical encounters, but beware the ethereal dangers that lurk within its dazzling allure.",1,1,0,0,0,0,0
neutral,neutral,What exactly are Souls of Night used for?,"Ah, Souls of Night—a dark essence coveted by alchemists and artisans alike. They hold the power to forge sinister weaponry and concoct elixirs that harness the shadows themselves. But tread carefully, for their acquisition may require delving into the abyssal depths where darkness reigns supreme.",1,1,0,0,0,0,0
neutral,neutral,What do I use Souls of Light for in Terraria?,"Ah, Souls of Light—a radiant essence that shimmers with celestial potential. They are the key to crafting celestial weaponry and enchanting artifacts that harness the pure essence of light itself. But beware, their acquisition often requires braving the ethereal realms where luminous creatures guard their precious essence.",1,1,0,0,0,0,0
neutral,neutral,Is it worth creating a surface Mushroom biome in Terraria?,"Ah, the allure of the Mushroom biome—an exotic garden of glowing fungi and potential potions. It's not just about aesthetics; it's a strategic move for enhancing your potion crafting capabilities and enticing unique NPCs like the elusive Truffle. A wise choice if you seek both alchemical mastery and expanded housing opportunities in your realm.",1,1,0,0,0,0,0
neutral,neutral,What advantage does housing the Truffle in a surface Mushroom biome provide?,"Ah, the strategic relocation of the Truffle—a fungal aficionado with a penchant for exotic wares. Housing him on the surface not only grants access to unique mushroom-themed weaponry and furnishings but also ensures availability of essential crafting tools like the Autohammer. It's a savvy move for accessing high-tier ranged gear without spelunking through the depths of the Underground Mushroom realm.",1,1,0,0,0,0,0
neutral,neutral,What exactly is a Shroomite Bar used for in Terraria?,"Ah, the Shroomite Bar—a luminescent alloy forged from the essence of underground fungi. It serves as the cornerstone for crafting advanced ranged weaponry and gear imbued with the stealthy prowess of the shadows. Ideal for the discerning marksman seeking to elevate their arsenal to unparalleled heights.",1,1,0,0,0,0,0
neutral,neutral,"What exactly is a Frozen Golem, especially during a blizzard?","Ah, the Frozen Golem—a chilling incarnation of the formidable Golem, emerging amidst the frosty tempests of the Snow biome. With its robust health and formidable attacks, it poses a significant challenge to adventurers. Defeating this icy titan rewards you with valuable Frost Cores, essential for crafting Frost Armor and other frost-themed treasures. A worthy adversary for those seeking both challenge and the spoils of victory in Terraria's wintry realms.",1,1,0,0,0,0,0
neutral,neutral,Is the Frost Armor worth crafting?,"Ah, Frost Armor—a chilling ensemble forged from the essence of winter's frost. It provides formidable defense against foes, especially in icy climes, while enhancing melee and ranged capabilities. Ideal for adventurers braving the Snow biome's fiercest challenges, it's a worthy investment for those seeking both protection and offensive prowess in Terraria's frozen domains.",1,1,0,0,0,0,0
neutral,neutral,What modifier should I aim for on Frost Armor in Terraria?,"Ah, the pursuit of the perfect modifier—a crucial decision for enhancing your Frost Armor's effectiveness. For melee-focused adventurers, ""Warding"" provides robust defense, while ""Menacing"" bolsters offense across all classes. Choose wisely, for the right modifier can tip the balance in battles against Terraria's icy challenges.",1,1,0,0,0,0,0
Positive,Happy,Where should I use my Adamantite Ores first in Terraria?,"Ah, Adamantite Ores—the pinnacle of mid-game resources! Forge yourself an Adamantite Forge first, so you can smelt those ores into bars. Then, consider crafting powerful Adamantite armor or weapons to bolster your strength. This will prepare you well for the tougher challenges that lie ahead in Terraria's expansive world.",1,1,0,0,0,0,0
neutral,neutral,What is the Sand Elemental found during a Sandstorm?,"Ah, the Sand Elemental—a formidable force that materializes amidst the raging sands of a desert storm. With its swirling form and potent attacks, it challenges even the most seasoned adventurers. Defeating this tempestuous entity can yield valuable drops like Forbidden Fragments, essential for crafting the powerful Forbidden Armor and other desert-themed items. A worthy adversary that makes Sandstorms both thrilling and treacherous.",1,1,0,0,0,0,0
Positive,neutral,Is the Forbidden Armor worth crafting in Terraria?,"Ah, the allure of Forbidden Armor—a splendid blend of style and substance. It excels in hybrid playstyles, providing both melee and magic bonuses. Its unique set bonus summons an ancient storm that aids in combat. For those who wield both sword and spell, it's a versatile and formidable choice in Terraria's arsenal.",1,1,0,0,0,0,0
Positive,Happy,What modifier should I aim for on Forbidden Armor in Terraria?,"Ah, the quest for optimal enhancements! For the versatile Forbidden Armor, ""Warding"" is an excellent choice, boosting your defense and keeping you resilient in battle. If you prefer a more offensive approach, ""Menacing"" enhances your damage output across both melee and magic attacks. Tailor your choice to your combat style, and you'll harness the full power of this magnificent armor!",1,1,0,0,0,0,0
Positive,Happy,how to summon Duke Fishron,"Ah, looking to challenge the fearsome Duke Fishron, are you? To summon this mighty beast, simply fish in the ocean with a Truffle Worm as your bait. The Truffle Worms can be found underground in the Glowing Mushroom biome. Good luck, brave adventurer, and may your fishing rod be ever strong!",1,1,0,0,0,0,0
neutral,neutral,what can I get from Duke Fishron,"Ah, looking to reap the rewards of facing Duke Fishron, are you? Defeating this mighty boss can yield some impressive loot, including the powerful Flairon, the tempestuous Tempest Staff, the razor-sharp Razorblade Typhoon, and the ever-useful Bubble Gun. You might also snag a Fishron Wing for some stylish flying and the Tsunami bow for a barrage of arrows. Plus, there's always a chance for some extra goodies like the Duke Fishron Mask and Trophy. Happy hunting!",1,1,0,0,0,0,0
neutral,neutral,I summoned Duke Fishron,"Ah, excellent! Summoning Duke Fishron is no small feat. Now, prepare yourself for a fierce battle. Keep moving, dodge those deadly attacks, and make sure you have plenty of healing potions at the ready. You've got this, brave adventurer! Show Duke Fishron who's boss!",1,1,0,0,0,0,0
neutral,neutral,Duke Fishron keeps killing me lol,"Ah, the perils of battling Duke Fishron! He's a tough opponent, but don't lose hope. Try using a combination of powerful ranged weapons and quick mobility. Wings or a flying mount can help you dodge his attacks. Buff potions like Ironskin, Regeneration, and Swiftness are your friends. And don't forget to bring a lot of healing potions. Keep at it, and soon enough, you'll be the one dishing out the punishment!",1,1,0,0,0,0,0
neutral,neutral,I finally defeated Duke Fishron,"Well done, mighty adventurer! Defeating Duke Fishron is a remarkable achievement. Enjoy your hard-earned loot and the bragging rights that come with it. Onward to even greater conquests!",1,1,0,0,0,0,0
neutral,neutral,I'm going to the floating islands again,"Ah, the floating islands, home to hidden treasures and wonders! Keep an eye out for Skyware chests; they might contain some rare and useful items like the Starfury, Shiny Red Balloon, or even a Lucky Horseshoe. Fly high and may the skies be ever in your favor, adventurer!",1,1,0,0,0,0,0
neutral,neutral,I'll kill wyverns,"Ah, hunting wyverns, are we? An excellent choice for a daring adventurer like yourself. Their Souls of Flight are essential for crafting those coveted wings. Stay agile and keep your distance to avoid their swooping attacks. Best of luck, and may your aim be true!",1,1,0,0,0,0,0
neutral,neutral,I encountered wyverns,"Excellent! Keep your distance and pepper them with ranged attacks. Remember, their Souls of Flight are your ticket to crafting wings. Stay sharp, dodge their swoops, and you'll be harvesting those precious souls in no time!",1,1,0,0,0,0,0
neutral,neutral,I got a lot of souls of light,"Well done! Souls of Light are invaluable for crafting powerful items and upgrading your gear. With those, you can create things like the Light Disc, Holy Arrows, and many other radiant weapons and accessories. Keep up the good work, adventurer!",1,1,0,0,0,0,0
neutral,neutral,what can I build from it,"Ah, with Souls of Light, you have a plethora of crafting options! You can craft various weapons like the Light Disc, Dao of Pow, Keybrand, and the Excalibur. There are also useful accessories such as the Angel Wings, Star Veil, and the Fairy Bell. Additionally, you can craft key items like the Crystal Storm and the Rainbow Rod, both powerful magic weapons. Explore your crafting menu and see what suits your adventurous spirit best!",1,1,0,0,0,0,0
neutral,neutral,I need a new pair of wings,"Ah, wings are essential for navigating the skies! With your Souls of Light, you can craft the Angel Wings or the Harpy Wings, both excellent choices for their flight capabilities. If you're up for a challenge, the Frozen Wings or the Leaf Wings offer even greater aerial mobility. Gather those Souls of Light and take flight, adventurer!",1,1,0,0,0,0,0
neutral,neutral,how to get frozen wings,"To obtain Frozen Wings, you'll need to venture into the Snow Biome during Hardmode. Look for Frozen Chests, which can be found in the Ice Caves deep underground. These chests have a chance to contain the Frozen Feather, a material required for crafting Frozen Wings. Once you have the Frozen Feather, combine it with Souls of Flight and some Souls of Light at a Mythril or Orichalcum Anvil to craft those frosty wings. Happy hunting in the icy depths!",1,1,0,0,0,0,0
neutral,neutral,"I saw a frozen chest, does it need a key?","Frozen Chests in the Snow Biome do not require keys to open. You can access them directly once you locate them in the Ice Caves underground. Simply break them open to reveal their contents, which may include valuable items like the Frozen Feather needed for crafting Frozen Wings. Happy exploring!",1,1,0,0,0,0,0
neutral,neutral,I got frozen feathers,"Excellent! Frozen Feathers are a crucial ingredient for crafting Frozen Wings. Combine them with Souls of Flight and Souls of Light at a Mythril or Orichalcum Anvil to create your new set of wings. With those icy feathers, you'll soon be soaring through the skies with style and grace. Happy crafting!",1,1,0,0,0,0,0
neutral,neutral,I'll craft Frozen Wings,"A wise choice! With Frozen Feathers in hand, head to a Mythril or Orichalcum Anvil along with some Souls of Flight and Souls of Light to forge your Frozen Wings. Once crafted, they'll grant you enhanced mobility in the air, perfect for exploring the chilly heights of your world. Enjoy your newfound ability to glide through the skies!",1,1,0,0,0,0,0
neutral,neutral,how to summon destroyer,"To summon the Destroyer, you'll need to craft and use a mechanical worm. To craft it, you'll need 6 lenses, 5 iron or lead bars, and 6 souls of night.",1,1,0,0,0,0,0
neutral,neutral,what does cobalt ore look like,"Cobalt ore has a distinct bluish color with metallic veins running through it. When you find it in the underground of your world, it will stand out against the surrounding stone and earth. Happy mining!",1,1,0,0,0,0,0
neutral,neutral,how to make cobalt bar,"To craft a Cobalt Bar, you'll need to smelt Cobalt Ore at a Furnace. Each Cobalt Bar requires three pieces of Cobalt Ore. Once you've collected enough ore, head to your Furnace and turn it into bars. Cobalt bars are essential for crafting powerful gear and equipment. Happy crafting!",1,1,0,0,0,0,0
neutral,neutral,how to make cobalt brick,"To craft Cobalt Brick, you'll need to use a Furnace. Smelt Cobalt Ore into Cobalt Bars, and then take those Cobalt Bars to a Furnace. From there, use the Cobalt Bars to make Cobalt Brick.",1,1,0,0,0,0,0
Positive,Happy,how to make brick wall,"Making brick walls is quite simple! Just take the bricks you want to use—like Cobalt Brick or any other type—and head to a Work Bench. There, you can craft those bricks into walls. It's a straightforward process that allows you to decorate and fortify your base however you like. Happy building!",1,1,0,0,0,0,0
neutral,neutral,how to make cobalt pickaxe,"To craft a Cobalt Pickaxe, you'll need to use a Mythril or Orichalcum Anvil. Gather 12 Cobalt Bars and combine them with 4 Mythril or Orichalcum Bars at the anvil. This will create your Cobalt Pickaxe, a useful tool for mining harder ores and progressing deeper into your world. Happy crafting!",1,1,0,0,0,0,0
